bioproject,acc,biosample,consent,releasedate,librarysource,libraryselection,librarylayout,platform,instrument,organism,mbases,avgspotlen,assay_type,group,sample
PRJEB74139,ERR12814861,SAMEA115430623,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8371,300,WGS,SAMEA115430623,ERR12814861
PRJEB79944,ERR15003799,SAMEA118336001,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5525,291,WGS,SAMEA118336001,ERR15003799
PRJEB74139,ERR12814944,SAMEA115430611,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9743,300,WGS,SAMEA115430611,ERR12814944
PRJDB20343,DRR658772,SAMD00889238,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,8988,299,WGS,SAMD00889238,DRR658772
PRJEB79944,ERR15003906,SAMEA118336108,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8094,289,WGS,SAMEA118336108,ERR15003906
PRJNA1268909,SRR33730261,SAMN48767578,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,7442,278,WGS,SAMN48767578,SRR33730261
PRJNA1129267,SRR29646166,SAMN42148616,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3651,302,RNA-Seq,SAMN42148616,SRR29646166
PRJNA1129267,SRR29646173,SAMN42148622,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3910,302,RNA-Seq,SAMN42148622,SRR29646173
PRJNA1129267,SRR29646174,SAMN42148621,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4357,302,RNA-Seq,SAMN42148621,SRR29646174
PRJEB79944,ERR15003911,SAMEA118336113,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5370,294,WGS,SAMEA118336113,ERR15003911
PRJDB20343,DRR658776,SAMD00889242,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,6142,299,WGS,SAMD00889242,DRR658776
PRJEB79944,ERR15003960,SAMEA118336162,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5765,289,WGS,SAMEA118336162,ERR15003960
PRJEB74139,ERR12814934,SAMEA115430606,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8916,300,WGS,SAMEA115430606,ERR12814934
PRJNA698366,SRR29257929,SAMN41640345,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1059,297,WGS,SAMN41640345,SRR29257929
PRJEB79944,ERR15003757,SAMEA118335959,public,2025-05-22,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,6067,289,WGS,SAMEA118335959,ERR15003757
PRJNA1268909,SRR33730235,SAMN48767602,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3196,249,WGS,SAMN48767602,SRR33730235
PRJDB20343,DRR658778,SAMD00889244,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,6228,299,WGS,SAMD00889244,DRR658778
PRJEB79944,ERR15003785,SAMEA118335987,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4947,290,WGS,SAMEA118335987,ERR15003785
PRJEB74139,ERR12814946,SAMEA115430612,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9311,300,WGS,SAMEA115430612,ERR12814946
PRJNA698366,SRR29257893,SAMN41640507,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1660,293,WGS,SAMN41640507,SRR29257893
PRJNA1129267,SRR29646164,SAMN42148618,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4389,302,RNA-Seq,SAMN42148618,SRR29646164
PRJDB20343,DRR658769,SAMD00889235,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,6272,297,WGS,SAMD00889235,DRR658769
PRJEB74139,ERR12814930,SAMEA115430603,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8998,300,WGS,SAMEA115430603,ERR12814930
PRJNA698366,SRR29258115,SAMN41640384,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1166,292,WGS,SAMN41640384,SRR29258115
PRJDB20343,DRR658759,SAMD00889225,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,4104,299,WGS,SAMD00889225,DRR658759
PRJNA1129267,SRR29646175,SAMN42148620,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3958,302,RNA-Seq,SAMN42148620,SRR29646175
PRJNA1268909,SRR33730205,SAMN48767629,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3800,255,WGS,SAMN48767629,SRR33730205
PRJNA1268909,SRR33730246,SAMN48767592,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,3616,275,WGS,SAMN48767592,SRR33730246
PRJDB20343,DRR658755,SAMD00889221,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,8781,299,WGS,SAMD00889221,DRR658755
PRJEB79944,ERR15003953,SAMEA118336155,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,7655,292,WGS,SAMEA118336155,ERR15003953
PRJEB79944,ERR15003765,SAMEA118335967,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,5048,291,WGS,SAMEA118335967,ERR15003765
PRJNA1268909,SRR33730219,SAMN48767616,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,6119,241,WGS,SAMN48767616,SRR33730219
PRJEB74139,ERR12814943,SAMEA115430610,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9509,300,WGS,SAMEA115430610,ERR12814943
PRJEB79944,ERR15003952,SAMEA118336154,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,4945,288,WGS,SAMEA118336154,ERR15003952
PRJNA1129267,SRR29646165,SAMN42148617,public,2025-06-21,TRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,3902,302,RNA-Seq,SAMN42148617,SRR29646165
PRJNA1268909,SRR33730232,SAMN48767604,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,8318,264,WGS,SAMN48767604,SRR33730232
PRJNA698366,SRR29257947,SAMN41640328,public,2025-06-30,METAGENOMIC,RANDOM PCR,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human nasopharyngeal metagenome,1376,285,WGS,SAMN41640328,SRR29257947
PRJEB74139,ERR12814868,SAMEA115430628,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8161,300,WGS,SAMEA115430628,ERR12814868
PRJNA1268909,SRR33730200,SAMN48767633,public,2025-05-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus,human oral metagenome,6277,252,WGS,SAMN48767633,SRR33730200
PRJDB20343,DRR658756,SAMD00889222,public,2025-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X,human oral metagenome,5925,299,WGS,SAMD00889222,DRR658756
PRJEB74139,ERR12814936,SAMEA115430607,public,2025-05-02,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,8546,300,WGS,SAMEA115430607,ERR12814936
PRJEB79944,ERR15003723,SAMEA118335925,public,2025-05-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human oral metagenome,9571,291,WGS,SAMEA118335925,ERR15003723
PRJNA801448,SRR17798758,SAMN25349941,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,9764,273,WGS,SAMN25349941,SRR17798758
PRJNA1274191,SRR33905908,SAMN48977869,public,2025-06-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer,human vaginal metagenome,5026,302,WGS,SAMN48977869,SRR33905908
PRJNA881266,SRR21604200,SAMN30889826,public,2022-10-03,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,5853,302,WGA,SAMN30889826,SRR21604200
PRJNA882412,SRR21663227,SAMN30934378,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9928,200,WXS,SAMN30934378,SRR21663227
PRJEB34744,ERR3596488,SAMEA6084784,public,2019-11-02,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina MiSeq,human vaginal metagenome,1926,302,WGS,SAMEA6084784,ERR3596488
PRJNA797778,SRR17635490,SAMN25037430,public,2022-02-16,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9949,284,WGS,SAMN25037430,SRR17635490
PRJEB64671,ERR11779646,SAMEA114222642,public,2024-07-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9976,296,WGS,SAMEA114222642,ERR11779646
PRJEB50547,ERR8313250,SAMEA12789651,public,2023-01-04,METATRANSCRIPTOMIC,Inverse rRNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9385,199,RNA-Seq,SAMEA12789651,ERR8313250
PRJNA1179925,SRR31166387,SAMN44509290,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9865,302,WGS,SAMN44509290,SRR31166387
PRJNA1133690,SRR29825838,SAMN42383927,public,2025-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9675,302,WGS,SAMN42383927,SRR29825838
PRJEB64671,ERR11779540,SAMEA114222536,public,2024-07-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,7268,296,WGS,SAMEA114222536,ERR11779540
PRJNA700071,SRR13740679,SAMN17964538,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,2920,250,WGS,SAMN17964538,SRR13740679
PRJNA881266,SRR21604211,SAMN30889816,public,2022-10-03,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,5107,302,WGA,SAMN30889816,SRR21604211
PRJNA208535,SRR19067311,SAMN28057842,public,2023-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,8030,290,WGS,SAMN28057842,SRR19067311
PRJNA1274191,SRR33905917,SAMN48977896,public,2025-06-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer,human vaginal metagenome,4701,302,WGS,SAMN48977896,SRR33905917
PRJNA576566,SRR10258549,SAMN12997190,public,2020-01-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8592,300,WGS,SAMN12997190,SRR10258549
PRJNA1091563,SRR28475167,SAMN40597770,public,2024-03-27,METATRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,3729,101,OTHER,SAMN40597770,SRR28475167
PRJNA801448,SRR17798723,SAMN25349972,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,9224,273,WGS,SAMN25349972,SRR17798723
PRJEB34536,ERR4421609,SAMEA7130493,public,2020-08-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human vaginal metagenome,2839,302,OTHER,SAMEA7130493,ERR4421609
PRJNA801448,SRR17798706,SAMN25349988,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,8852,292,WGS,SAMN25349988,SRR17798706
PRJNA801448,SRR17798725,SAMN25349971,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,8336,266,WGS,SAMN25349971,SRR17798725
PRJNA1133690,SRR29825868,SAMN42383856,public,2025-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9631,302,WGS,SAMN42383856,SRR29825868
PRJNA555623,SRR9719710,SAMN12324620,public,2019-08-28,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,human semen metagenome,1779,98,RNA-Seq,SAMN12324620,SRR9719710
PRJNA1179925,SRR31166088,SAMN44509323,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9985,302,WGS,SAMN44509323,SRR31166088
PRJEB50547,ERR8313245,SAMEA12789677,public,2023-01-04,METATRANSCRIPTOMIC,Inverse rRNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,8805,198,RNA-Seq,SAMEA12789677,ERR8313245
PRJNA1091563,SRR28475154,SAMN40597766,public,2024-03-27,METATRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,3400,101,OTHER,SAMN40597766,SRR28475154
PRJNA971360,SRR24561307,SAMN35029229,public,2023-05-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8849,300,WGS,SAMN35029229,SRR24561307
PRJNA797778,SRR17635783,SAMN25037471,public,2022-02-16,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9741,273,WGS,SAMN25037471,SRR17635783
PRJNA1086504,SRR28292499,SAMN40379132,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,1294,149,WGS,SAMN40379132,SRR28292499
PRJNA1086504,SRR28292467,SAMN40379122,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,2625,149,WGS,SAMN40379122,SRR28292467
PRJNA700071,SRR13740716,SAMN17964504,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,3524,270,WGS,SAMN17964504,SRR13740716
PRJNA767784,SRR16503438,SAMN22416366,public,2022-11-18,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,2055,292,WGS,SAMN22416366,SRR16503438
PRJNA208535,SRR19067264,SAMN28057885,public,2023-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,7606,276,WGS,SAMN28057885,SRR19067264
PRJEB34536,ERR4421552,SAMEA7130436,public,2020-08-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human vaginal metagenome,2485,302,OTHER,SAMEA7130436,ERR4421552
PRJNA700071,SRR13740715,SAMN17964505,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,3867,274,WGS,SAMN17964505,SRR13740715
PRJNA208535,SRR19067268,SAMN28057828,public,2023-05-01,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9175,278,WGS,SAMN28057828,SRR19067268
PRJNA971360,SRR24561340,SAMN35029235,public,2023-05-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8593,300,WGS,SAMN35029235,SRR24561340
PRJEB34744,ERR3596482,SAMEA6084778,public,2019-11-02,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina MiSeq,human vaginal metagenome,3433,302,WGS,SAMEA6084778,ERR3596482
PRJNA1086504,SRR28292444,SAMN40379099,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,2338,149,WGS,SAMN40379099,SRR28292444
PRJNA1179925,SRR31166470,SAMN44509343,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9605,302,WGS,SAMN44509343,SRR31166470
PRJNA1086504,SRR28292461,SAMN40379039,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,1527,149,WGS,SAMN40379039,SRR28292461
PRJNA1086504,SRR28292434,SAMN40379108,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,1463,149,WGS,SAMN40379108,SRR28292434
PRJNA1179925,SRR31166160,SAMN44509564,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9883,302,WGS,SAMN44509564,SRR31166160
PRJNA881266,SRR21604189,SAMN30889836,public,2022-10-03,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,8514,302,WGA,SAMN30889836,SRR21604189
PRJNA576566,SRR11749273,SAMN14859600,public,2020-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,9856,300,WGS,SAMN14859600,SRR11749273
PRJNA1179925,SRR31166205,SAMN44509437,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9777,302,WGS,SAMN44509437,SRR31166205
PRJNA1179925,SRR31166316,SAMN44509596,public,2024-10-30,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9641,302,WGS,SAMN44509596,SRR31166316
PRJNA797778,SRR17858165,SAMN25037499,public,2022-02-16,METATRANSCRIPTOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9747,283,RNA-Seq,SAMN25037499,SRR17858165
PRJEB64671,ERR11779695,SAMEA114222691,public,2024-07-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,7267,296,WGS,SAMEA114222691,ERR11779695
PRJNA882412,SRR21663179,SAMN30934396,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,7873,200,WXS,SAMN30934396,SRR21663179
PRJNA971360,SRR24561326,SAMN35029248,public,2023-05-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8196,300,WGS,SAMN35029248,SRR24561326
PRJEB34744,ERR3596485,SAMEA6084781,public,2019-11-02,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina MiSeq,human vaginal metagenome,2336,302,WGS,SAMEA6084781,ERR3596485
PRJNA1091563,SRR28475153,SAMN40597767,public,2024-03-27,METATRANSCRIPTOMIC,other,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,3573,101,OTHER,SAMN40597767,SRR28475153
PRJNA882412,SRR21663072,SAMN30934374,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9407,200,WXS,SAMN30934374,SRR21663072
PRJNA882412,SRR21663185,SAMN30934395,public,2022-10-13,GENOMIC,unspecified,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,8309,200,WXS,SAMN30934395,SRR21663185
PRJNA971360,SRR24561304,SAMN35029232,public,2023-05-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,9524,300,WGS,SAMN35029232,SRR24561304
PRJNA576566,SRR11749291,SAMN14859610,public,2020-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8862,300,WGS,SAMN14859610,SRR11749291
PRJNA798061,SRR26038942,SAMN37358813,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,8838,291,WGS,SAMN37358813,SRR26038942
PRJNA797778,SRR17635597,SAMN25037458,public,2022-02-16,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,9676,284,WGS,SAMN25037458,SRR17635597
PRJEB50547,ERR8303642,SAMEA12789627,public,2023-01-04,METATRANSCRIPTOMIC,Inverse rRNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9863,197,RNA-Seq,SAMEA12789627,ERR8303642
PRJEB34536,ERR4421602,SAMEA7130486,public,2020-08-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human vaginal metagenome,2529,302,OTHER,SAMEA7130486,ERR4421602
PRJNA1133690,SRR29825732,SAMN42383905,public,2025-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9942,302,WGS,SAMN42383905,SRR29825732
PRJNA798061,SRR26038882,SAMN37358867,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9548,291,WGS,SAMN37358867,SRR26038882
PRJNA555623,SRR9719717,SAMN12324613,public,2019-08-28,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,human semen metagenome,2245,98,RNA-Seq,SAMN12324613,SRR9719717
PRJNA555623,SRR9719737,SAMN12324624,public,2019-08-28,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,human semen metagenome,1934,98,RNA-Seq,SAMN12324624,SRR9719737
PRJNA576566,SRR10258561,SAMN12997210,public,2020-01-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,9476,300,WGS,SAMN12997210,SRR10258561
PRJNA700071,SRR13740787,SAMN17964576,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,2925,263,WGS,SAMN17964576,SRR13740787
PRJNA767784,SRR16503451,SAMN22416354,public,2022-11-18,METAGENOMIC,unspecified,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,2009,293,WGS,SAMN22416354,SRR16503451
PRJNA801448,SRR17798717,SAMN25349978,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,8700,282,WGS,SAMN25349978,SRR17798717
PRJNA1274191,SRR33905896,SAMN48977872,public,2025-06-10,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina Genome Analyzer,human vaginal metagenome,3927,302,WGS,SAMN48977872,SRR33905896
PRJEB34536,ERR4421587,SAMEA7130471,public,2020-08-08,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human vaginal metagenome,2504,302,OTHER,SAMEA7130471,ERR4421587
PRJNA700071,SRR13740644,SAMN17964570,public,2022-01-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,3281,269,WGS,SAMN17964570,SRR13740644
PRJNA971360,SRR24561319,SAMN35029254,public,2023-05-17,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,8276,300,WGS,SAMN35029254,SRR24561319
PRJNA555623,SRR9719711,SAMN12324619,public,2019-08-28,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2500,human semen metagenome,1749,98,RNA-Seq,SAMN12324619,SRR9719711
PRJNA798061,SRR26038929,SAMN37358798,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,7496,292,WGS,SAMN37358798,SRR26038929
PRJNA881266,SRR21604215,SAMN30889804,public,2022-10-03,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,4771,302,WGA,SAMN30889804,SRR21604215
PRJNA801448,SRR17798703,SAMN25349991,public,2022-08-25,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500,human urinary tract metagenome,9416,265,WGS,SAMN25349991,SRR17798703
PRJEB50547,ERR8289024,SAMEA12789646,public,2023-01-04,METATRANSCRIPTOMIC,Inverse rRNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9261,198,RNA-Seq,SAMEA12789646,ERR8289024
PRJNA1133690,SRR29825826,SAMN42383840,public,2025-05-31,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,9835,302,WGS,SAMN42383840,SRR29825826
PRJEB64671,ERR11779843,SAMEA114222839,public,2024-07-21,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,7438,295,WGS,SAMEA114222839,ERR11779843
PRJNA881266,SRR21604176,SAMN30889810,public,2022-10-03,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human vaginal metagenome,5215,302,WGA,SAMN30889810,SRR21604176
PRJNA798061,SRR26038870,SAMN37358878,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,8627,294,WGS,SAMN37358878,SRR26038870
PRJNA798061,SRR26038975,SAMN37358906,public,2024-01-29,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000,human urinary tract metagenome,9095,289,WGS,SAMN37358906,SRR26038975
PRJNA576566,SRR10258569,SAMN12997203,public,2020-01-28,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten,human vaginal metagenome,9202,300,WGS,SAMN12997203,SRR10258569
PRJNA1086504,SRR28292446,SAMN40379097,public,2024-03-13,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 4000,human vaginal metagenome,2032,149,WGS,SAMN40379097,SRR28292446
